track_id,tempo,loudness,duration,key,mode,time_signature
TRAAERU128F930674F,107.961,-8.686,228.93669,11,0,4
TRAAEUB12903CDD3EA,174.287,-6.222,165.61587,1,1,3
TRAAEWG128F930B3A4,116.823,-5.907,187.92444,0,1,4
TRAAEXM128F92D47C8,101.972,-4.638,276.50567,0,1,4
TRAAFEB128F92F8694,127.97,-5.884,200.25424,11,0,4
TRAAFJW128F428A424,152.622,-7.787,144.50893,4,0,4
TRAAFKJ12903D02552,110.787,-8.488,285.17832,7,1,3
TRAAFMS128F933AB23,112.903,-9.603,246.69995,7,1,4
TRAAFON128F42926FB,115.642,-26.266,84.03546,7,1,4
TRAAFRU128F9339158,125.013,-6.305,273.52771,1,1,4
TRAAFSM128F425A2C5,113.277,-9.998,298.84036,5,1,4
TRAAFUJ128F933F42B,96.979,-9.161,161.38404,5,0,4
TRAAFYL128E07856A7,140.995,-4.865,209.29261,8,1,1
TRAAGCZ128F93210FD,105.206,-4.882,229.61587,11,0,4
TRAAGEC128E079252C,63.017,-12.951,426.89261,0,0,4
TRAAGGE128F9325E2C,144.603,-11.751,269.26975,9,0,4
TRAAGHM128EF35CF8E,167.92,-6.693,249.41669,2,1,4
TRAAGJV128F1464090,129.122,-9.091,136.48934,9,1,1
TRAAGKF128F932D5A2,132.022,-2.658,233.27302,0,1,4
TRAAGKQ128F92EAF39,183.92,-4.42,187.24526,1,1,1
TRAAGKS128F9314884,89.867,-11.051,72.61995,9,0,4
TRAAGMJ12903CAD7D4,119.896,-9.97,272.63955,2,1,5
TRAAGNL128F4299BF1,137.29,-11.335,142.75873,1,0,4
TRAAGOH128F42593CE,82.343,-15.581,194.11546,5,1,1
TRAAGPF12903CE027E,91.487,-11.98,195.91791,3,1,4
TRAAGPH128F4273C8D,84.69,-11.215,118.33424,9,0,5
TRAAGPJ128F428CD1B,115.606,-8.165,288.41751,2,1,4
TRAAGUA128F93236E8,126.523,-12.69,123.21914,7,0,1
TRAAGVF128E0789785,113.677,-8.7,283.76771,2,1,4
TRAAGVM128E0784D95,86.938,-5.758,239.3073,2,1,4
TRAAGXN128F92DE52C,141.936,-4.907,206.75873,0,1,4
TRAAGZU128EF360F47,106.049,-8.133,134.81751,11,1,1
TRAAHDH128F93094B6,126.88,-9.093,285.64853,8,1,4
TRAAHEG128E07861C3,85.008,-10.296,124.18567,1,0,5
TRAAHEH128F427FCEF,133.699,-12.839,134.08608,4,0,1
TRAAHEQ128F93057B4,118.975,-13.71,155.61098,11,1,1
TRAAHER128F92E3FE9,102.408,-2.119,275.40853,9,1,4
TRAAHJX128F9312B83,112.006,-14.438,223.4771,0,1,4
TRAAHKE128F421389B,45.527,-13.002,443.24526,1,1,4
TRAAHMO128F92DE7C9,85.621,-12.004,177.81506,4,1,4
TRAAHPZ12903CB4643,108.061,-8.37,385.33179,8,0,4
TRAAHRF128F92FE234,216.195,-11.829,324.44036,7,1,5
TRAAHTH12903CCFFE1,132.428,-6.29,275.12118,7,1,4
TRAAHVY128F92E25D6,168.307,-15.761,294.66077,5,0,4
TRAAHXN128F9326097,140.956,-27.433,193.20118,0,1,7
TRAAHYV128F932A425,130.016,-5.701,357.82485,1,1,5
TRAAHZP12903CA25F4,175.769,-8.709,198.3473,11,0,4
TRAAIAE128F42AC53D,100.194,-13.627,261.95546,7,1,3
TRAAIAN12903CFF16D,151.911,-11.479,176.27383,2,1,4
TRAAIAX128F930531B,119.691,-6.302,220.89098,9,1,4
TRAAIBB12903CECB35,161.976,-10.466,235.91138,10,1,4
TRAAIDY128F92CA454,172.398,-9.275,239.59465,0,1,1
TRAAIFG12903CB0BCB,109.823,-37.398,171.49342,2,1,3
TRAAIGD12903CA2F3C,90.101,-13.836,266.05669,1,1,1
TRAAIHL128F92E6DDA,116.473,-7.103,329.27302,8,1,4
TRAAIIE128F4288BB1,126.821,-13.495,198.922,9,0,4
TRAAIII128F427D5D8,111.191,-15.144,283.21914,2,1,3
TRAAILM128F93480BB,125.508,-12.991,238.68036,5,1,4
TRAAINT128F933BBE0,137.888,-6.01,254.06649,4,0,1
TRAAIRG128F93265E8,150.012,-5.58,184.31955,6,0,4
TRAAIXN128F428027A,108.367,-4.313,311.40526,10,1,4
TRAAIXU128F4241E5C,173.482,-17.285,162.53342,2,1,4
TRAAIYR12903CD290D,110.745,-5.931,212.37506,4,0,4
TRAAJAC128F148B530,130.027,-14.248,338.33751,2,0,4
TRAAJBU128F9326C02,110.168,-12.651,126.51057,11,1,4
TRAAJBU12903CE2831,97.976,-16.056,205.58322,9,0,3
TRAAJEK128F422F55A,119.979,-5.913,193.4624,0,0,4
TRAAJEK12903CE351A,156.968,-5.541,127.4771,6,1,1
TRAAJJA12903CC518A,188.886,-6.019,234.762,5,1,4
TRAAJJG128F4284B27,133.306,-4.953,292.8322,9,1,4
TRAAJJV128F42A2F99,152.267,-18.114,241.10975,4,1,3
TRAAJMH128E0785407,166.275,-11.061,270.68036,1,1,4
TRAAJNM12903CF4750,114.971,-7.04,188.73424,2,1,4
TRAAJSX128F4275A1D,144.651,-15.358,211.80036,9,0,4
TRAAJVJ128F42570AD,152.005,-11.213,254.32771,2,1,1
TRAAJXQ128F92E65BF,155.074,-5.904,210.36363,1,0,1
TRAAJYX128F4255568,61.971,-8.095,301.81832,10,0,1
TRAAKAS128F4246013,124.04,-7.982,416.80934,6,0,5
TRAAKAV128F931BE25,191.196,-8.804,413.36118,7,0,4
TRAAKDF128F92FA302,152.127,-5.699,117.002,7,1,4
TRAAKDG128F42A0ECB,100.023,-5.152,217.36444,10,0,4
TRAAKJJ128F4228346,192.688,-9.965,122.72281,10,1,4
TRAAKNS12903CC5198,154.322,-11.976,203.98975,11,0,4
TRAAKQS128F4224DE1,236.006,-10.229,192.44363,5,1,4
TRAAKSB128F934D73A,150.666,-6.284,285.36118,11,1,5
TRAAKTK128F9343DCC,175.421,-3.818,225.12281,11,0,1
TRAAKVA128F934E69E,104.153,-4.633,123.66322,9,0,4
TRAAKVD12903CE8474,127.278,-5.602,525.16526,11,0,4
TRAAKVZ12903D074BB,160.165,-5.157,204.06812,6,1,4
TRAAKXN128F92E71B1,86.091,-1.925,166.00771,5,1,3
TRAALCM128F4264370,149.94,-5.21,219.01016,0,1,4
TRAALDU128F930D56B,135.78,-12.717,127.9473,0,1,4
TRAALEO128F42A7AEA,122.967,-12.28,570.90567,7,1,4
TRAALHD12903D0BD6A,142.024,-9.748,230.00771,9,1,4
TRAALNG12903D014E9,135.535,-4.878,240.74404,2,0,7
TRAALRZ128F429024E,139.189,-23.988,192.20853,2,1,3
TRAALSV128F4282B9B,128.598,-9.414,152.0322,8,1,5
TRAALUX12903CFD50B,163.445,-9.741,215.30077,3,0,4
TRAALZC128F92E11A6,114.027,-11.965,155.21914,7,0,3
TRAALZN128F932D457,111.316,-12.779,207.12444,7,1,1
TRAAMES128F42AF068,105.994,-8.403,428.56444,4,0,3
TRAAMFG128F92FDEA2,88.489,-13.251,185.7824,8,1,1
TRAAMFT128F93128AD,118.433,-5.884,654.28853,7,0,4
TRAAMGJ12903CD315C,96.007,-6.929,306.72934,11,1,4
TRAAMII128F933B583,187.807,-4.198,229.51138,9,1,4
TRAAMJY128F92F5919,181.115,-6.998,205.58322,7,0,4
TRAAMKI128F428537A,148.357,-12.772,127.05914,2,1,4
TRAAMKL128F9347D8A,136.164,-18.147,44.35546,1,0,4
TRAAMKP12903CC74F4,126.941,-7.661,203.83302,4,0,4
TRAAMKW128F4249CF0,159.582,-17.308,176.50893,5,1,3
TRAAMPA128F92E7D0D,89.495,-28.347,140.66893,6,0,4
TRAAMSO128EF348DCC,102.259,-2.869,201.09016,5,0,3
TRAAMXP128F4264F6A,107.529,-7.309,254.79791,10,1,3
TRAAMYQ128F148B753,99.408,-15.351,143.0722,0,1,4
TRAAMZB12903CAB002,79.731,-25.694,163.49995,9,1,4
TRAAMZR128F9315DCC,188.502,-9.435,289.64526,0,1,1
TRAANBH128F9345A6C,133.729,-4.793,124.15955,11,1,1
TRAANKK128F42531BC,139.136,-17.623,167.3922,4,0,4
TRAANLO128F422AE37,193.693,-6.2,321.35791,2,0,4
TRAANLZ128F934EC42,76.693,-19.821,263.94077,0,1,4
TRAANMF12903CEAFEF,126.95,-9.632,341.36771,10,1,4
TRAANRI12903CD0A9C,144.812,-5.671,333.13914,6,1,1
TRAANTD128F9323B23,138.003,-11.708,349.12608,11,0,4
TRAANTZ128E0792529,130.284,-16.968,168.56771,7,0,4
TRAAODT12903D0D16E,152.013,-13.038,350.71955,10,1,4
TRAAOEH128F426A82F,159.968,-10.647,175.62077,4,1,4
TRAAOIN128F9303790,75.031,-4.172,190.24934,4,0,4
TRAAOJI128F1458DCD,150.837,-10.756,255.16363,7,1,4
TRAAOPW128F428AE31,143.231,-3.422,120.2673,10,0,1
TRAAORY128F934984F,123.993,-12.26,557.26975,11,1,4
TRAAOTD128F42322FC,97.981,-23.527,187.53261,11,1,1
TRAAOTT128F14AE002,137.288,-9.435,295.60118,2,1,4
TRAAOTT128F9342E04,168.323,-8.639,252.02893,3,1,4
TRAAOXM12903CFB3B0,111.079,-7.672,329.35138,2,1,4
TRAAOYG128F9314996,133.009,-13.668,180.00934,0,1,4
TRAAPCC128F42519A7,146.577,-6.885,244.45342,6,1,5
TRAAPFQ128F42684DB,140.458,-4.2,282.53995,6,0,3
TRAAPGF128F1458F8B,132.506,-16.433,388.28363,0,1,4
TRAAPIV128F1493132,153.862,-6.951,345.93914,2,1,4
TRAAPLS12903CB2D40,93.238,-14.737,243.1473,9,1,4
TRAAPPQ128F14961F5,124.086,-9.628,261.74649,0,1,4
TRAAPQQ128F427C750,66.765,-8.46,172.25098,2,0,1
TRAAPSQ12903CAE86A,145.518,-3.736,216.60689,9,1,4
TRAAPVV128F425D64C,139.998,-4.376,363.59791,1,1,4
TRAAPWD128F931ACD4,90.648,-6.947,271.77751,0,1,3
TRAAPXK128F934DF25,140.334,-12.279,330.65751,2,0,4
TRAAQBF12903CF796B,89.86,-15.736,133.27628,5,1,1
TRAAQCK128F92E8C33,156.097,-5.871,264.69832,9,1,4
TRAAQDJ128F92F95E0,179.501,-12.053,228.51873,5,1,1
TRAAQDL12903CA8FB5,86.689,-6.248,240.3522,1,1,3
TRAAQEV12903CB5459,160.261,-13.703,145.57995,0,1,5
TRAAQFC128F425ED83,101.03,-9.716,235.80689,10,0,4
TRAAQIH128F428BDEA,155.038,-6.258,192.1824,6,1,4
TRAAQLE128F424AE71,117.168,-11.702,418.87302,1,1,3
TRAAQLJ128F428E870,132.967,-14.509,198.26893,2,0,1
TRAAQOH128F4265CE6,139.91,-9.062,420.10077,11,1,4
TRAAQPS128F429161D,95.882,-6.788,397.26975,9,1,4
TRAAQUC128F9322A82,135.175,-12.772,229.79873,4,1,3
TRAAQUF12903CDF4A4,121.983,-9.258,150.64771,7,1,3
TRAAQWF128F92D1AAD,169.775,-24.597,286.14485,9,0,3
TRAAQYN128F92ED77E,137.862,-8.161,384.70485,11,0,4
TRAAQYU12903CE68CE,83.326,-6.751,415.03302,1,1,3
TRAAQZF12903CEDCB8,117.667,-29.295,133.53751,4,1,3
TRAAQZQ128EF35C51A,90.908,-12.658,266.70975,9,1,3
TRAARHS128F931689D,151.953,-6.546,284.3424,4,1,4
TRAARRG12903CDB456,161.054,-17.522,179.06893,0,0,4
TRAARSF12903CD1B12,159.895,-10.777,100.5971,8,1,5
TRAARUN128F932B1A0,128.219,-9.993,320.60036,9,1,4
TRAASDM12903CD474E,101.229,-12.99,302.36689,6,1,4
TRAASEO128F9337C48,98.859,-8.339,284.70812,0,1,4
TRAASFP128F42980BD,125.975,-6.531,327.8624,0,1,4
TRAASGM128EF34DBB0,154.09,-6.933,286.30159,1,1,4
TRAASIG128F92C3A6B,124.237,-4.178,356.49261,9,1,4
TRAASKO128F427CE1C,97.099,-8.91,168.75057,9,1,4
TRAASKQ128F4265E04,140.63,-2.069,201.56036,9,1,1
TRAASOD128F428154C,101.41,-16.844,185.67791,0,0,1
TRAASQC128F93480F0,186.254,-3.803,218.8273,4,1,4
TRAASSO12903CDD2FF,210.47,-10.57,303.04608,1,1,4
TRAASUZ128F9314950,94.057,-6.694,224.522,7,1,4
TRAASYO128F4263883,100.349,-16.753,315.27138,4,1,1
TRAASZE128F93499AE,124.009,-4.376,275.06893,7,1,4
TRAATBN128F14ACE82,90.084,-38.525,191.81669,9,1,1
TRAATGM12903C9CD7C,106.698,-1.843,177.24036,2,1,1
TRAATIU128F4291A84,89.78,-3.937,233.58649,2,1,4
TRAATJK128F9339179,107.177,-16.006,38.3473,9,0,7
TRAATLC12903D0172B,152.258,-19.794,100.85832,10,1,4
TRAATMY128F149562F,134.083,-7.614,485.19791,3,1,4
TRAATMY128F9334DAC,106.398,-10.274,239.01995,5,1,3
TRAATNJ128F42631BA,160.022,-5.912,288.49587,10,1,3
TRAATNN128F92FD35F,101.492,-7.108,151.53587,7,1,4
TRAATOA12903CAD615,86.141,-15.578,160.28689,0,0,4
TRAATPA128F146753C,120.097,-9.334,181.55057,1,1,4
TRAATQC128F425AF61,128.173,-16.942,70.26893,7,0,4
TRAATWQ12903CC5BA8,88.835,-6.021,173.24363,8,1,4
TRAATXO128F92D97A6,105.24,-13.135,155.74159,2,1,4
TRAATZQ128F425E5F1,162.385,-6.893,148.03546,7,1,1
TRAAUDN128F933F20D,109.636,-9.506,94.06649,2,1,5
TRAAUEO128E0780CB9,108.264,-7.255,241.52771,10,0,4
TRAAUGD128F42734DA,119.524,-7.684,226.82077,9,1,4
TRAAUGZ128F9307F78,97.76,-12.385,106.52689,9,0,4
TRAAUIH128F4254C9D,241.877,-4.779,224.28689,10,1,4
TRAAUKK128F933A680,91.328,-11.356,340.29669,7,1,4
TRAAUMJ128F933BDB6,130.062,-8.147,216.55465,8,1,4
TRAAUMN128F4273561,68.734,-6.582,279.2224,11,0,4
TRAAUMZ12903CA97DC,94.658,-16.527,158.56281,2,1,3
TRAAUSW128F426646E,102.055,-10.173,234.44853,10,0,1
TRAAUWD128F930DD4E,109.065,-14.123,155.95057,2,1,1
TRAAUZI12903CAFD53,184.981,-5.483,233.53424,6,1,4
TRAAUZX128F92F3D53,201.802,-7.307,256.80934,7,1,3
TRAAVAH128F4284D7C,119.67,-12.75,234.65751,1,1,4
TRAAVDZ128F148C948,105.181,-10.328,163.76118,0,1,1
TRAAVGB12903CFAA99,165.668,-9.668,159.03302,9,1,3
TRAAVIH12903CFAC90,188.056,-5.444,214.04689,1,1,3
TRAAVIT128F92E657C,143.97,-4.144,301.06077,3,1,4
TRAAVJL128F14ACADD,61.883,-18.349,109.37424,6,1,1
TRAAVKY12903CBBB93,0.0,-20.964,151.82322,7,1,1
TRAAVNN128F428A85D,163.167,-11.877,287.11138,9,1,4
TRAAVOK12903CC4773,144.836,-5.627,239.98649,9,0,3
TRAAVOU128F422F292,108.499,-1.998,229.642,2,1,4
TRAAVRJ128F92FF90A,193.978,-7.901,143.98649,11,0,4
TRAAWAD128F92FA59F,88.935,-8.798,153.20771,0,1,4
TRAAWDK128F92E2A17,91.69,-5.934,316.65587,4,1,4
TRAAWGY128F4298A09,210.8,-10.7,182.09914,1,1,7
TRAAWOR128F92DF3C8,82.205,-4.332,205.21751,4,1,4
TRAAWQD12903CAA968,121.563,-15.672,131.05587,4,1,1
TRAAWUH128F427F12C,162.682,-15.54,316.73424,3,1,4
TRAAWUM128F426009A,106.219,-14.621,431.64689,11,0,1
TRAAWVQ128F9313D31,172.337,-11.428,183.37914,4,1,4
TRAAXCM128F427F97B,210.305,-11.273,324.51873,5,1,4
TRAAXEJ12903CA7253,175.393,-9.745,172.01587,1,0,4
TRAAXIR128F92D1938,128.459,-10.917,165.66812,0,0,5
TRAAXKI128F92DAC1B,109.671,-21.787,377.67791,2,1,5
TRAAXMC128F14A53EA,141.024,-14.449,145.00526,5,0,4
TRAAXMX128F9307699,125.558,-7.535,153.28608,1,1,4
TRAAXPA128F92FC706,211.327,-10.918,215.35302,9,0,3
TRAAXTY128F42725BC,147.637,-21.25,156.70812,11,1,4
TRAAXUY128F426BA55,98.49,-12.77,168.38485,9,1,1
TRAAYCQ128F425EE32,137.673,-15.574,150.25587,10,0,7
TRAAYGH128F92ECD16,68.283,-9.79,159.76444,0,1,4
TRAAYNQ128EF35922B,0.0,-32.017,230.26893,2,1,1
TRAAYPG128F933C941,134.014,-5.533,465.60608,1,1,4
TRAAYPN128F9340DDF,85.157,-8.901,247.77098,5,1,4
TRAAYRA128F92E9CC7,86.162,-15.915,165.98159,1,1,4
TRAAYTI128F933663B,93.106,-8.489,368.16934,11,0,4
TRAAYVL128F1473727,49.262,-13.366,176.27383,3,1,4
TRAAZBD128F427A97D,80.149,-5.947,266.4224,6,0,4
TRAAZBX128F1492AF8,82.422,-13.826,111.0722,6,1,4
TRAAZGC12903CB5DFB,107.197,-11.488,313.7824,7,1,3
TRAAZHO128F427C9EC,124.177,-9.28,265.37751,9,0,4
TRAAZIE128F427961E,196.034,-7.928,167.20934,7,1,4
TRAAZJU12903C980B6,64.401,-14.367,240.61342,0,1,4
TRAAZKV12903CDDFE0,130.861,-7.598,356.41424,1,1,4
TRAAZLK128F93586D6,90.008,-2.939,260.28363,10,0,4
TRAAZOZ12903C9CABF,122.174,-8.632,256.39138,9,1,4
TRAAZPJ128F4292DB5,95.981,-14.544,316.49914,2,1,4
TRAAZQF128F4285BC3,75.955,-7.605,252.57751,0,0,5
TRAAZQW128F93430DC,210.871,-13.256,224.60036,8,1,4
TRAAZYI12903CB2EE4,105.196,-7.225,214.12526,4,0,1
TRABACN128F425B784,106.689,-8.422,259.44771,4,0,1
TRABAFJ128F42AF24E,112.787,-5.12,236.25098,0,1,4
TRABAFP128F931E9A1,93.779,-23.996,43.36281,6,1,3
TRABAIO128F42938F9,89.865,-8.041,236.93016,0,1,4
TRABATO128F42627E9,133.339,-10.957,243.82649,5,0,4
TRABAVQ12903CBF7E0,98.718,-14.835,241.47546,0,1,4
TRABAWW128F4250A31,74.072,-22.289,183.17016,5,1,1
TRABAXL128F424FC50,130.006,-10.683,424.12363,8,0,4
TRABAXR128F426515F,104.394,-18.703,111.62077,4,0,3
TRABAXV128F92F6AE3,159.587,-9.672,138.63138,4,1,1
TRABAZH128F930419A,192.702,-10.754,270.602,2,1,5
TRABBAM128F429D223,98.11,-8.372,173.19138,3,0,4
TRABBBV128F42967D7,118.595,-4.37,218.38322,7,0,4
TRABBJE12903CDB442,143.601,-15.599,153.33832,2,1,1
TRABBKX128F4285205,81.319,-6.358,230.71302,4,0,3
TRABBLU128F93349CF,89.345,-7.884,407.37914,6,1,5
TRABBNP128F932546F,174.993,-5.134,337.68444,4,0,4
TRABBOP128F931B50D,129.122,-4.954,236.17261,9,1,4
TRABBOR128F4286200,86.666,-26.358,511.16363,8,1,3
TRABBTA128F933D304,231.867,-15.672,338.23302,8,1,4
TRABBVJ128F92F7EAA,190.698,-21.593,45.66159,5,1,4
TRABBXU128F92FEF48,97.538,-11.255,207.43791,9,1,4
TRABBZN12903CD9297,95.225,-11.494,29.54404,6,1,3
TRABCAJ12903CDFCC2,139.993,-7.427,335.51628,5,0,4
TRABCEC128F426456E,159.233,-16.113,197.19791,7,1,1
TRABCEI128F424C983,124.75,-9.843,152.92036,1,1,3
TRABCFL128F149BB0D,100.415,-17.492,326.00771,0,1,4
TRABCIX128F4265903,105.003,-6.301,305.162,9,1,4
TRABCKL128F423A778,110.218,-6.294,279.97995,7,0,4
TRABCPZ128F4275C32,88.973,-7.64,261.51138,10,0,4
TRABCRU128F423F449,134.566,-18.341,149.86404,4,1,4
TRABCTK128F934B224,186.882,-22.752,75.67628,11,1,3
TRABCUQ128E0783E2B,113.995,-4.169,290.55955,1,1,4
TRABCXB128F4286BD3,90.199,-6.977,363.85914,4,1,1
TRABCYE128F934CE1D,111.032,-14.041,282.43546,10,0,3
TRABDDA12903CC007C,124.184,-16.994,135.31383,0,1,1
TRABDDP128F92FA843,157.746,-12.0,221.30893,5,1,1
TRABDSK128F42443F1,100.032,-7.626,75.57179,6,1,4
TRABDTV128E0791839,185.88,-6.318,338.1024,1,1,4
TRABDVD128F4292CDF,94.031,-12.811,298.10893,0,1,5
TRABDZC128F42AC23F,76.013,-9.448,170.84036,4,0,3
TRABEAZ128F92E7FA9,133.553,-10.398,215.37914,1,1,4
TRABEBP12903C9BA03,202.233,-5.537,213.49832,2,1,4
TRABECY128F93317AA,133.405,-7.513,351.08526,7,1,5
TRABEFN128F92D925B,116.819,-17.16,658.02404,5,0,3
TRABEGU12903CACFD1,127.887,-9.788,474.61832,11,1,4
TRABEKF128F42765FF,124.872,-4.053,305.89342,5,1,1
TRABEMC128F148EF2D,136.948,-3.159,301.92281,0,1,4
TRABERG128F92FCD72,169.878,-13.781,135.52281,0,1,4
TRABERS128F4247FE1,100.621,-10.968,179.9571,7,1,1
TRABEXK12903CCE19B,101.01,-6.996,269.76608,7,1,4
TRABFGJ12903CF6A75,157.779,-14.014,166.16444,11,1,4
TRABFKN12903CAF61B,91.483,-2.838,221.67465,2,1,4
TRABFMW12903CD352F,99.109,-15.046,212.94975,10,1,4
TRABFPX128F9331F21,76.296,-15.008,261.74649,9,1,3
TRABFQC128F4265349,92.672,-8.916,307.33016,7,0,4
TRABFTP12903CE6A47,116.984,-6.908,225.67138,7,1,4
TRABFVS128F4289CE5,139.07,-9.371,296.14975,5,1,4
TRABFXR128F9350B92,98.983,-5.234,203.67628,6,1,4
TRABFYT128F9339BA6,123.695,-2.704,56.42404,2,1,4
TRABFZX128F4241355,97.151,-3.325,230.86975,0,1,4
TRABGDA128F92F69BB,91.459,-8.933,134.03383,2,1,4
TRABGHG128F934B27E,116.11,-8.548,212.61016,7,1,4
TRABGIA128F4226F8A,85.282,-18.397,188.39465,6,1,3
TRABGIJ128F92F5EC8,140.872,-7.812,152.99873,9,1,4
TRABGLK128F9338730,144.003,-8.499,233.03791,0,0,4
TRABGMB12903CF50FE,120.001,-5.165,149.99465,9,0,4
TRABGOW128F9334C37,168.558,-10.274,152.0322,8,1,4
TRABGQG128F4275A1E,146.061,-12.708,200.48934,10,1,4
TRABGUU128F4227C0A,174.019,-5.797,193.64526,4,0,4
TRABGUV128F9310D99,85.691,-22.35,158.82404,2,0,3
TRABGWT128F9334E43,92.606,-7.113,173.68771,7,1,4
TRABGYI128F428EDC5,163.97,-7.467,269.40036,0,1,4
TRABGYU128F422B4D3,97.619,-18.724,176.90077,2,1,3
TRABGZL128F428A25B,183.808,-5.386,196.72771,9,0,4
TRABHBA128F424CF80,92.044,-4.583,281.46893,1,0,3
TRABHCE128F426361B,126.806,-5.893,224.20853,9,0,4
TRABHFK128F92F1271,108.912,-17.805,170.31791,5,1,4
TRABHKR128F424944A,160.731,-4.228,361.53424,6,0,4
TRABHNS128F93125B5,104.307,-7.693,182.04689,7,1,3
TRABHTQ128F92DB038,203.964,-6.622,367.43791,1,1,5
TRABHVF128F425A0C9,131.683,-19.263,175.90812,10,1,4
TRABHVL128F92EFB0E,188.924,-2.315,215.53587,0,1,4
TRABHWW128F424E9D2,126.342,-8.299,234.70975,7,1,3
TRABICV128F146AEF8,112.097,-12.752,340.11383,10,0,4
TRABIEL128F931E1F2,125.147,-13.078,280.13669,0,1,4
TRABIJJ128F426A1C1,87.634,-10.231,170.52689,6,1,4
TRABIKX128F930CE4F,128.689,-11.26,212.71465,0,1,4
TRABIOI12903CD8B9B,140.026,-3.573,277.2371,11,0,4
TRABIOZ12903CF3554,147.576,-25.146,120.92036,7,1,1
TRABIPA128F1458F79,193.56,-12.091,492.30322,9,1,4
